번호,LMS번호,TLP번호,학년,과정,Self_Efficacy,Math_efficacy,내재조절2,확인조절2,부과조절2,외재조절2,RAI2,숙달접근,수행접근,수행회피,숙달회피,수학흥미,주의집중,능동적학습,총점,수학학습전략,인지전략,메타인지전략,총전략점수,정서불안,인지불안,관계불안,일반불안,총불안,부모관계긍정,부모관계부정,전체관계,학원의존
639,13168,25543,7,2,4,3.56,3.14,5,1.5,1,-7.79,3.17,1,2.8,3.8,2.22,2.8,3.6,2.87,4,3.5,3.4,3.63,1,1,1,2.8,1.45,2.5,1.8,3.85,1.43
49,3215,3277,9,2,4.33,4,5.29,5.5,3.33,1,-10.74,5.33,3.75,1.8,2.6,2.44,4.4,3.6,3.48,4.67,4.67,4.6,4.64,3.6,5,2.2,3,3.45,5.5,1,5.75,4.14
307,7507,22429,9,2,4.56,4,3,5.25,3.5,2,-3.75,3,3,3,3,3.22,3.4,2.4,3.01,4.17,3,3.2,3.46,3.4,3.2,3,3.8,3.35,4,3.4,3.8,3.86
50,3257,3470,9,2,3.33,3.89,3.57,3.25,2.67,2,-3.73,3.67,2.25,3,2.8,3.44,3.2,3.2,3.28,3.5,4.33,3.4,3.74,2,3,2.2,2.6,2.45,3.25,2.6,3.83,3.57
657,13532,27633,7,2,5.78,5.67,4.43,5,2.5,1,-9.36,4.67,1.75,1.4,1.4,4.89,5.2,5.2,5.1,5,4.5,5.6,5.03,1.2,1.4,1.2,1.2,1.25,3.25,1.2,4.53,1.71
419,9472,23571,7,2,3.33,3.44,3.29,4,1.67,1.33,-6.24,3.33,1,5.2,4.4,3,3.6,3.2,3.27,4,4,4.8,4.27,4,4.2,2.8,4.4,3.85,3.75,4.2,3.28,2
756,16014,32127,8,2,4,3.33,4.14,5.75,3.67,2.33,-5.7,4.33,3.5,2.2,2,3.33,5,4,4.11,3,4.33,1.8,3.04,5,5.2,4,4.8,4.75,5.5,2.2,5.15,3.29
517,10886,22902,7,2,4.56,4.44,3.43,6,4.33,1,-6.52,3.33,4.25,2.8,3.6,3,4.6,4.2,3.93,4.33,4.33,4.6,4.42,1.2,1.4,3,2.2,1.95,5.25,1.8,5.23,3.57
425,9535,23388,9,2,3.78,3.56,4.29,3.75,2.67,2,-5.65,4.33,2.25,1.6,2.6,2.11,4,3.8,3.3,4.5,4,4.2,4.23,5,4.2,2,3.2,3.6,5.25,2.6,4.83,3.29
721,15185,31756,9,2,5.44,5,5.43,5.5,2.33,1.33,-11.36,5.33,2.25,1,1.6,5,5.4,4.6,5,4.67,5,5.6,5.09,1,1.4,2,1,1.35,5.75,1.4,5.68,1.71
459,10393,24021,8,2,3.33,3.44,4,5,3.83,3,-3.17,4.17,3.5,2,2.2,2.67,3.6,2.6,2.96,2.83,2.67,3.8,3.1,2.2,4.8,4,1.2,3.05,3.25,3.8,3.23,2
408,9316,23451,7,2,5,4.44,5.57,6,5.17,1.67,-8.64,5.5,4.75,1.8,2.8,3.11,4.6,3,3.57,4.67,3.83,4,4.17,3,3,2.4,2.6,2.75,4.75,3.6,4.08,1
67,3665,3484,8,2,4,3.44,3.57,3.75,2.33,2,-4.56,3.67,2.75,3,3.8,3.11,4.2,2.6,3.3,3.5,2.83,3.6,3.31,3.4,3.8,2.8,2.8,3.2,4.25,3.2,4.03,2.57
753,15933,32118,8,2,4.22,4.33,3.86,4.25,4.33,1,-5.63,3.67,3.75,3.8,3,4.22,3.6,3.4,3.74,4.17,3.83,4.4,4.13,3.4,3.6,2.8,3.2,3.25,5,2,5,2.57
625,12770,25367,8,2,4.67,4,4.86,5.5,4.83,2.67,-5.05,5,4.75,4.4,2.6,3.67,4.2,3.6,3.82,5.17,4.33,5.2,4.9,2.2,1,3.4,3.8,2.6,6,1.4,5.8,2.86
665,13770,29942,7,2,3.56,3.44,4.14,5.75,4,3,-4.04,4.17,4,3.6,2.6,3.67,4,3.2,3.62,3.33,2.83,3.4,3.19,1.4,3.8,3,2.8,2.75,3,3.6,3.2,3
750,15793,32044,7,2,3.67,3.56,4.57,5.5,4.5,2,-6.14,4.83,4,3.4,4,2.89,4.6,3,3.5,4.33,2.5,2.8,3.21,1.8,3.6,2.6,3.4,2.85,2.75,3.4,3.18,3.57
1,928,7738,8,2,5.56,5.44,5.86,6,3.83,1,-11.88,5.83,4,2.2,1.6,5,5.4,4.8,5.07,5.5,4.83,6,5.44,1.6,1.2,1.2,1,1.25,6,1.2,5.9,1.86
57,3351,6060,7,2,5.22,4.67,4.57,5.5,3.67,1.33,-8.31,4.5,3,2.8,1.2,3.78,4.2,3.4,3.79,5.5,4.33,4.2,4.68,1.2,2.6,1,2.4,1.8,5.5,1.2,5.65,1.86
451,10232,23906,7,2,4.89,4.78,5,4,2.83,2.33,-6.5,5,2.75,2,2,3.78,4,4,3.93,4.5,4.33,4.2,4.34,2.4,2,1.4,2,1.95,4.75,1,5.38,1.43
656,13529,28713,8,2,2.89,2.78,2.71,3.25,2.67,2.67,-0.68,2.67,2.25,3,4.2,1.78,1.8,2.4,1.99,4.33,2.67,2.8,3.27,1.8,1.2,2.6,1.8,1.85,4.5,4.6,3.45,1.43
644,13310,23515,7,2,4.44,4.44,4.57,4.75,4.67,3,-3.23,4.5,4.75,3.8,3.6,4.33,4,5,4.44,4,4.5,3.8,4.1,2,2,2.4,2,2.1,4.75,3.4,4.18,3.43
515,10856,24199,8,2,4.78,4.89,4.57,5.25,3.33,2,-7.06,4.5,3.25,3,2.4,4.44,3.6,3.4,3.81,4.83,3.67,2.8,3.77,1,3.8,3.2,3,2.75,4.5,3,4.25,3.86
621,12725,25305,8,2,3.89,2.67,2.29,5.25,2.83,3.33,-0.32,2.33,2.75,3.4,4.6,1.33,2.2,1.2,1.58,3.17,2.67,2,2.61,2.8,3,1.2,2.4,2.35,4.75,2.2,4.78,3.71
706,14800,31495,7,2,4.44,3.67,3.29,4.5,2.67,1.33,-5.74,3.33,2.5,3.8,2.6,2.11,3.6,2.8,2.84,3.17,3.17,2.2,2.84,1.8,3,2.8,2,2.4,3,2.8,3.6,2.57
372,8509,23113,7,2,4.78,4.56,4.29,4,3.67,3.67,-1.57,4.5,4,2,2.6,4.44,3.8,3.8,4.01,4.17,3.67,4,3.94,2.8,3.8,3.8,2.6,3.25,2.75,4,2.88,2.29
126,4180,21221,7,2,5.11,5,4.86,4,2.67,1.33,-8.38,4.83,2.75,2,2,2.78,3.2,4.6,3.53,4.5,3,2,3.17,2.4,4.8,2,3.4,3.15,3.25,3.8,3.23,3.14
364,8365,23604,7,2,4.33,4,3.71,5,3.33,2,-5.1,3.67,3.75,2.6,2.8,3.22,4.2,3.2,3.54,4,3.83,4,3.94,3.2,3.2,3.8,3,3.3,5.25,2,5.13,3.71
193,5636,21271,7,2,4.44,5,5.29,4.25,4.5,2,-6.32,5.5,4.25,1.2,1.2,4.33,4.8,5.4,4.84,5.5,5,4,4.83,2.4,2.6,3,1.8,2.45,5.5,2.4,5.05,2.71
453,10252,23891,8,2,4.67,3.56,3.86,5,2.5,1.33,-7.55,3.83,3,1.4,3.2,2.67,3.6,2.4,2.89,3.83,2.33,2.4,2.86,1,1.4,1.6,2.4,1.6,4,2,4.5,2.29
22,2846,21978,8,2,3.22,3.56,4.43,5.25,2,2,-8.11,4.5,1.25,1,3.6,1.44,3,2,2.15,3.83,4,3,3.61,3.6,5.4,1,3.6,3.4,3.5,3.2,3.65,1.71
329,7831,22606,9,2,4.22,3.33,3.43,4.5,2.67,2.33,-4.02,3.33,2,3,3.4,3.11,4,2.6,3.24,3.67,2.67,3.6,3.31,3,4.4,2.4,4,3.45,4,3,4,3.57
532,11046,24243,9,2,3.78,4.78,4.57,5,4.17,3.33,-3.31,4.67,3.5,4.2,2.8,4.11,4.2,3.2,3.84,4.67,3.67,4,4.11,4.4,5,3.8,5.4,4.65,4,5.4,2.8,2.57
561,11518,24572,7,2,2.67,2.67,3.71,3.75,1.67,2,-5.51,3.67,1.75,5.2,4,1.56,2,1.4,1.65,4.5,2.67,2.8,3.32,3.2,4.6,2.2,2.4,3.1,2.75,4.8,2.48,2.71
294,7440,23361,8,2,4.33,4,3.29,4.25,1.83,1,-6.99,3.33,1.5,1.8,1.8,2.89,3.8,3.2,3.3,4,3.67,3.4,3.69,2.2,2,1.8,2,2,4.25,2,4.63,2.29
5,1551,326,9,2,5.11,4.33,5.57,5,1,1,-13.14,5.67,1,1,1.6,3.89,3,4.2,3.7,4.83,4.67,4.2,4.57,1.4,2.6,1.6,1.4,1.75,6,2,5.5,1.86
344,8098,22997,9,2,5,4.33,3.29,5.25,4.5,3.67,0.01,3.17,4.5,2,2.6,4.56,4.8,4,4.45,3.5,4.17,4,3.89,3.4,3.4,2.4,2.2,2.85,3.5,2.4,4.05,2.57
737,15557,31963,8,2,3.11,3.11,2.14,4,3,1,-3.29,1.83,3,4.6,4.4,1.44,1.2,2.6,1.75,3.67,3.17,2.6,3.14,4.6,4.6,1.8,4,3.75,4.5,2.6,4.45,2.71
136,4196,21216,7,2,3.67,2.78,4.29,5.5,4.17,2.67,-4.57,4.33,4.25,4.8,2.6,2.33,2.6,1.8,2.24,3.83,1.5,2.8,2.71,2.6,4.8,4.4,4.6,4.1,1.25,4.8,1.73,4
435,9771,22125,7,2,3.11,2,2.43,3.75,2.33,2.33,-1.61,2.5,1.75,4,4.2,1.44,3.2,1.4,2.01,3.83,2.5,2.2,2.84,2.4,2.2,2,2,2.15,1.5,4.2,2.15,1.86
703,14688,31396,8,2,3.67,4.11,4,4.5,3,1,-7.5,4,2.5,2.4,2.4,4,4,4.4,4.13,4,4,3.8,3.93,4,3.2,1.2,2.4,2.7,3.25,2.6,3.83,2.86
38,3129,21962,9,2,4.89,4.78,3.71,5,4,3,-2.43,3.83,3.75,2.2,2.6,4.44,4.2,4,4.21,5,3.67,3.8,4.16,3.4,1.6,3.2,2.6,2.7,5,2.6,4.7,3.14
716,15068,31680,8,2,2.67,2.67,2.43,2.75,1.67,2.67,-0.61,2,1,2.2,3.4,1.44,1.6,1.4,1.48,1.83,1,2,1.61,2,1.4,1.8,2.4,1.9,4,3,4,2.57
600,12340,25089,7,2,4.11,3.89,3.71,4.25,2.33,2.33,-4.68,3.83,2.25,3.8,3.4,3,3.2,2.6,2.93,3.5,2.83,3.6,3.31,2,2,1.4,2,1.85,4.5,2,4.75,2.57
322,7740,22504,7,2,4,4.56,3.57,4.25,3.83,1.33,-4.89,3.67,4.25,1.8,3.8,3.22,4,3.6,3.61,3.33,4.17,3.2,3.57,1.6,2.2,1.4,1.4,1.65,3.25,2.8,3.73,2
381,8629,23266,8,2,5.56,4.33,4.86,4.5,3.5,1,-8.71,4.83,3.5,3.6,1.4,3.44,5,3.8,4.08,4.67,3.83,4.8,4.43,3.8,4.8,2.6,1.4,3.15,5.75,2,5.38,2.43
321,7739,22565,9,2,4,3.78,3.57,4.75,2.67,2,-5.23,3.5,2.25,2,3.8,3,3.4,4,3.47,3.67,3.5,3.4,3.52,2.8,4,2.4,3.2,3.1,4.75,2.8,4.48,3.43
335,7939,21736,7,2,4.44,3.56,2.86,5,2,3,-2.71,2.67,1.25,2.6,4,1.67,2.2,2.4,2.09,2.5,2.67,3.8,2.99,1.8,2.8,1.4,2.4,2.1,4.25,4,3.63,2.43
387,9050,24989,7,2,3.56,4.11,3.71,4.25,3,2,-4.68,3.83,2.5,2.2,3,3.33,4.4,4,3.91,4.17,3.67,3,3.61,2.4,3,2.6,3,2.75,3.25,2.6,3.83,3.29
366,8369,23597,7,2,4,3.78,4.43,6,4.67,2.67,-4.86,4.33,4.75,3.4,3.2,3.56,3.6,2.8,3.32,3.67,3.67,3.4,3.58,2.4,3.6,2.6,2.8,2.85,4.5,2,4.75,3.57
95,3744,21692,9,2,3.56,3,2.14,5,1.83,1,-5.45,2,1,3.2,3,2,2.2,3,2.4,4.17,2.67,4,3.61,1.2,3.4,2,1.8,2.1,5,1.2,5.4,3.57
104,3824,9610,8,2,2.56,2.22,2.57,1.75,2.67,5.67,7.11,2.67,2.25,3.6,4.4,1.22,2.6,2.8,2.21,3.5,3.17,2,2.89,6,5.6,4,6,5.4,4,3.8,3.6,3.71
284,7030,22091,7,2,3.56,3.22,3.57,3.25,3.5,2.33,-2.23,3.5,3.5,3.4,3.8,3.78,3.2,3.2,3.39,4,3.83,3.6,3.81,2.2,3.2,2.8,3.4,2.9,3.25,4,3.13,3.14
306,7506,22331,8,2,3.33,2.89,3.43,4.5,3.17,1,-6.19,3.5,2.75,3.8,3,2.44,4,3.8,3.41,3,2.67,3.6,3.09,2.4,3,2,3.2,2.65,4.25,2.6,4.33,3.14
184,5459,21270,7,2,3.33,3.33,2.57,6,4.33,4.33,1.86,2.5,4,4.4,3.6,2.33,3.6,2.6,2.84,4.83,3.5,4.6,4.31,5.2,5.4,4.6,2.6,4.45,1.5,4,2.25,3.86
302,7481,12982,7,2,3.22,3.78,3.43,4.5,3.83,2.67,-2.19,3.33,3.75,4.2,2.8,3.11,3.2,3,3.1,2.83,2,2.8,2.54,3,4,2.8,4.4,3.55,3,3.4,3.3,2.71
39,3131,930,7,2,5.22,5.33,5.71,6,5.33,1,-10.1,5.67,5,1,1,3.89,5.2,4.2,4.43,4.67,5,2.8,4.16,2,2.2,1.2,1,1.6,2.75,3.8,2.98,2.86
213,5790,21393,7,2,4.67,5.44,5.71,6,3.33,1,-12.1,5.67,3.25,1.2,1.6,6,6,5.6,5.87,4.5,5,5.6,5.03,1.4,1.4,1.4,1.2,1.35,4.25,3.2,4.03,2.86
299,7471,22401,7,2,3.89,3.67,4.14,5,2.5,1.33,-8.12,4.33,2.25,3,2.8,3.89,2.6,3.2,3.23,3.83,2.83,2.6,3.09,3.4,2.8,2,2.6,2.7,3.5,2.6,3.95,2.71
428,9569,25390,8,2,3.78,3.67,2.86,3.5,1,1,-6.21,2.83,1,1,2,1,2.6,3,2.2,3.33,3,3,3.11,1.8,1,1,1.4,1.3,3,1.6,4.2,1.14
96,3747,21689,8,2,3.44,3.33,4.71,3.5,3,3,-3.93,4.83,3,3.2,3.4,4.78,4.4,3.6,4.26,3.17,3.17,3.2,3.18,2,2,2,2,2,3.5,2.6,3.95,2
133,4191,21215,7,2,4.67,5.22,4.86,6,3.17,1.33,-9.88,5,2,1.2,2,3.89,4,4,3.96,5.17,4.33,5.2,4.9,2,5.2,1,4,3.05,6,1,6,3.43
31,2987,3530,9,2,3.67,4.67,2.29,5.25,2,1,-5.82,2.33,1.5,2.8,4.4,4.56,3,3,3.52,5.33,3.33,5.6,4.76,4.4,2.6,1,2.2,2.55,3.75,1.6,4.58,2.43
129,4186,21351,8,2,3.56,4.78,4,4.5,2.67,1,-7.83,4,1.75,1.6,2.2,4,3.6,3.8,3.8,4.17,2.67,3.8,3.54,1.8,3.8,1,1.8,2.1,5,1,5.5,2.43
7,2133,1408,8,2,4.33,4.78,3.71,5.25,3.33,1,-7.35,3.83,3.75,1.4,2,4,3.4,4,3.8,4.33,3.67,3,3.67,1.2,1.8,1.8,1,1.45,6,1.6,5.7,4.29
232,6038,21377,8,2,3.78,3.56,2.29,5,3.5,2.67,-0.74,2.33,3.25,4.6,3.4,2.56,3,3.4,2.99,4,2.67,3.6,3.42,2,3.6,4.2,3.8,3.4,3.75,2.2,4.28,3
4,1462,314,8,2,4.11,3.67,2.43,2,2,4.33,3.81,2.5,2,2.6,3.8,2,3.2,2.4,2.53,2.5,2.33,2.2,2.34,2,2,2.6,2,2.15,4,3,4,3.29
8,2134,3541,8,2,2.89,3.33,3.71,4.75,3.17,1,-7.01,3.83,3.25,1.4,2.2,3.78,3.6,3.6,3.66,3.67,3.5,3.4,3.52,1.8,4.4,2.8,3.2,3.05,4.25,3.4,3.93,3.14
114,4031,9613,8,2,3.44,5.11,4,6,2,2,-8,4.17,1.25,2.6,3.8,1.78,3.2,4.2,3.06,4.33,4.67,4.8,4.6,1.6,2.4,1.4,1,1.6,5.25,4,4.13,3
152,4366,21343,7,2,3.33,3.44,3.57,4.75,4.83,3,-1.06,3.5,4.75,4,4.2,3.11,3.8,3.4,3.44,3.67,3.83,3.2,3.57,4.2,4.8,3.6,3.6,4.05,3.25,3.4,3.43,4.14
296,7468,22229,7,2,4.78,4.33,3.71,5.5,2.83,1.67,-6.76,3.67,2.75,2,2.6,3.78,3.6,3.2,3.53,3.5,2.83,3.6,3.31,1.2,2,1.2,2.8,1.8,2.75,2,3.88,2.71
130,4187,21285,8,2,4.89,4.89,3.14,3.25,2.5,1,-5.04,3.17,2.25,3.2,2.8,2.44,3.2,4.6,3.41,4.17,3.33,4.4,3.97,3,3,1.6,1.4,2.25,5.75,1.8,5.48,2
131,4189,21352,8,2,4.33,4.11,4,5,2.67,1,-8.33,3.83,2.5,1,2.2,3.56,3.4,2.8,3.25,3.83,3.33,5,4.06,1,1.6,1.8,1.2,1.4,4.75,1.6,5.08,2.14
135,4195,21292,8,2,3.78,3.56,4.86,3.75,4,3,-3.46,5.17,4.25,1.6,3,3.33,2.8,3.8,3.31,4.17,4.17,4,4.11,1.6,3,2.2,2,2.2,3.25,2.8,3.73,2
139,4201,21291,8,2,4.44,4,2,3.25,2.33,1.33,-2.25,2.17,2.25,1.4,2.4,1.22,2.6,2.4,2.07,4,2.33,3.6,3.31,1.8,2.6,2.2,2.2,2.2,4.25,3.4,3.93,2.86
200,5744,10680,8,2,4.67,4.78,3.29,4,2.67,1,-5.9,3.33,2,1,1.8,4.11,4.6,5.4,4.7,4.83,4.17,4.4,4.47,2.2,2.4,1,2.8,2.1,4.5,1.6,4.95,3
121,4174,21213,8,2,3.33,3.67,3.14,4.5,3,3.33,-1.12,3.17,2.75,3.6,4,2.67,2.6,2.2,2.49,3.83,3,3,3.28,3,3,3.6,3.6,3.3,1.25,5.2,1.53,4
124,4177,21289,8,2,4.44,4.22,3.86,4.5,3.83,1.67,-5.05,3.83,3.75,2.4,2.4,3.78,3.2,3.4,3.46,4,3.5,3.4,3.63,2.8,3,3.2,3.6,3.15,4,2,4.5,3.43
173,4766,9526,8,2,5.11,4.78,4.57,4.5,3.33,1,-8.31,4.5,3.5,2.4,3.2,3.56,5.4,3.4,4.12,5,4.17,4.2,4.46,2.4,1.4,1,2.4,1.8,6,1,6,2.29
134,4193,21212,8,2,3.56,3.44,2.14,3.5,3.67,2.67,1.21,2,3.5,3.6,4.2,2.44,4,3.2,3.21,3.83,3.17,4,3.67,2.4,3.6,2.8,3,2.95,3.75,3.2,3.78,2.43
138,4200,21210,8,2,3.56,3.56,3.86,4,3.17,2.67,-3.21,4,3,2.8,3,3.33,3.2,3.4,3.31,3.83,3.83,3.8,3.82,3.4,4,3,2.4,3.2,3.75,3.4,3.68,3.14
212,5788,7681,7,2,5.11,4.44,4.71,5.5,3.83,2,-7.1,4.67,3.75,2.2,2.2,3.78,4,3.6,3.79,4.17,4,4.2,4.12,2.4,2.8,2.8,2.6,2.65,4,2,4.5,3.57
241,6127,21380,7,2,3.56,3.33,3.86,4.5,5.17,4.33,1.62,3.5,5.5,4.4,4,3.78,4,4.4,4.06,4.33,3.5,3.8,3.88,2.4,2.8,4.2,3.6,3.25,4,2.8,4.1,3.86
298,7470,22227,7,2,4.56,4.78,5.29,5,4.17,1.67,-8.07,5.33,4.25,4,2,4.56,4.6,4.2,4.45,5,4.83,5.2,5.01,1.2,2.6,2,1,1.7,5,1.6,5.2,2.86
194,5637,21274,7,2,3.56,3.44,1.29,4,3.17,3,2.6,1,3,3,4,2,2.2,2.6,2.27,3.67,3.33,2.8,3.27,2,2,2.4,2,2.1,3.25,2.8,3.73,2.71
211,5787,7460,7,2,3.67,4.33,4.29,5,2.17,3.67,-4.07,4.33,2,3.6,3.4,3.89,3.4,3.2,3.5,3.5,3.17,4,3.56,2,2.4,3,2.2,2.4,3,3.8,3.1,2
669,13834,29847,7,2,4.33,4.67,4.86,5.5,1.67,1.33,-10.88,4.67,1.25,1.8,2.2,3.56,4.6,3.2,3.79,4.67,3.5,2.6,3.59,1.6,1.8,1.6,3,2,3.5,1.2,4.65,2.29
123,4176,21290,8,2,3,3.56,4,5.25,4.33,2.33,-4.25,4,4.5,2.8,3.2,3.22,3.4,3.2,3.27,3.67,3.67,3.8,3.71,4,4.6,3.2,4.2,4,3.75,3.4,3.68,3.57
128,4184,9531,7,2,4.44,4.89,4.71,5.25,4.67,2.33,-5.35,4.67,4.5,2,1.8,4.78,5.2,4.8,4.93,4.67,3.5,4,4.06,1,2.4,2.4,2.6,2.1,4.75,2.2,4.78,2.86
30,2950,21547,9,2,4.22,5.33,4.86,5,2.67,3,-6.05,5,2.5,1,1.4,4,4.2,3.6,3.93,5,3.67,3,3.89,6,5,2.2,6,4.8,2.75,4.2,2.78,2.29
334,7938,22637,8,2,3.33,3.22,2.57,5.75,3.17,2.67,-2.39,2.33,2.5,3.6,3.4,3,3.6,2.4,3,4.67,2.17,2.2,3.01,6,6,3.8,3,4.7,3.5,2,4.25,3.43
687,14256,31193,8,2,4,4.44,3.86,4.75,3.17,3.67,-1.96,4,2.5,3.2,3.2,3.11,3.8,3.4,3.44,3.83,3.5,3.8,3.71,2.8,2.4,2.6,2.2,2.5,4,4,3.5,3.14
80,3701,21670,9,2,4.33,4.56,4.14,4.25,2.67,1,-7.87,4.17,2.25,3.4,3.4,3.89,4,3.4,3.76,4.33,3.17,3.6,3.7,1.6,2.4,1,2,1.75,3.25,2.8,3.73,1.29
94,3743,21690,9,2,5.22,5.33,4.57,5,2.17,1,-9.98,4.5,1.75,2,1.8,4.11,4.4,3.2,3.9,3.83,3.33,3.4,3.52,1,1,1,1.2,1.05,4,1.8,4.6,1.43
105,3851,23773,9,2,2.78,3.89,5,5,4.5,3,-4.5,5.33,3.75,4.8,4.4,3.67,4.4,3.2,3.76,3.17,2.83,3,3,4.6,4,3.6,5.2,4.35,3.5,5,2.75,5.71
29,2948,21548,9,2,4.67,4.33,3.86,5.25,1.33,1,-9.63,3.83,1,1.6,2.2,4.11,5,2.4,3.84,3.67,3.17,3.4,3.41,3.4,3,1,2.8,2.55,4.25,1.6,4.83,2.14
686,14239,31178,8,2,4.78,4.44,4.43,6,4.33,1,-8.52,4.5,4.5,1.6,2.6,3.56,4.4,5,4.32,4.67,4.33,4.8,4.6,4.8,4.8,1.8,2,3.35,6,1.8,5.6,3.29
188,5465,21316,7,2,4.44,4,4,4.75,4.17,4,-0.58,4,4,3.2,3,3.44,4.4,3.4,3.75,4.33,4,4,4.11,3.2,4.4,3.8,3.8,3.8,4.25,3.4,3.93,3.86
187,5464,21315,7,2,5.56,5.67,5.43,5.5,2.17,1,-12.19,5.33,2.5,1.4,1.6,5.22,4.8,5.8,5.27,5.67,5.5,5.4,5.52,1,1,1,1,1,3.5,1.2,4.65,1.43
564,11633,24148,7,2,4.78,3.67,3.43,5,1,1,-8.86,3.33,1,2.6,2.8,1.22,4.2,3.8,3.07,3.5,3.5,4,3.67,2.8,3.2,1.4,2.6,2.5,4.25,1.6,4.83,2.43
63,3660,7708,8,2,3.67,3.89,4.14,5.5,4.17,2,-5.62,4.17,4,4,3.4,3.67,4,3.6,3.76,4.17,3.5,3.8,3.82,2.2,3.6,4.2,3.2,3.3,4.25,3.2,4.03,3.71
33,3051,21971,9,2,4.89,4.44,4.14,5.5,5,3,-2.79,4.17,5,1.4,1.6,5,4.2,4.2,4.47,4.17,4.83,4.6,4.53,3,4.6,3.6,3.8,3.75,5.75,1.2,5.78,2.43
628,12849,19905,7,2,4.33,4.67,4.43,4.75,4.67,5.33,1.73,4.67,4.75,3.6,2.8,4.22,4,4,4.07,3.83,3.5,4.4,3.91,2,2,3.6,2.2,2.45,3.5,3,3.75,4.14
24,2903,21968,8,2,4.44,4.89,5.14,5,3.83,2,-7.45,5.17,4,1.6,2.4,4.44,4.2,4.2,4.28,4.5,4.5,4.6,4.53,2,1.6,1.4,1.6,1.65,4.75,1.6,5.08,3.14
21,2622,3526,8,2,4.44,4.67,5.57,4.5,3.17,3.67,-5.14,5.67,3,2.4,2.4,3.33,3.2,3.6,3.38,4.67,4,3.8,4.16,3.4,5,4,5,4.35,2.25,5,2.13,3.14
240,6116,22285,8,2,5.22,4.67,4.57,4,2.83,1,-8.31,4.67,2.5,2.4,2,4.67,4.6,4.4,4.56,4.17,4,4.2,4.12,1.8,2.6,2.8,2.4,2.4,4.25,2.4,4.43,2.29
695,14499,31228,7,2,4.33,4.22,3.71,4.5,1.67,3,-4.26,3.83,1.25,2.6,3.2,3.22,3.6,3.2,3.34,3.83,3.67,3.4,3.63,1.6,2,1.6,2,1.8,2.75,2.4,3.68,2.43
103,3823,9609,7,2,3.67,3.78,3.71,5,4.17,1.67,-4.93,3.83,4.25,3,4,2.33,2.4,2.8,2.51,3,3.17,3.2,3.12,2.4,2.6,2.2,2.8,2.5,4.5,2.8,4.35,2.43
237,6085,10771,8,2,4.56,5,5.43,5,3.33,1,-10.52,5.33,2.75,2.8,1.6,3.89,4.2,4,4.03,5,4,4,4.33,1.6,1,1,1,1.15,5.5,1.8,5.35,2.14
375,8552,15188,7,2,4.33,4.33,5.29,4.75,5,4.67,-0.99,5.5,5,3.8,2.6,4.11,4.8,3.8,4.24,4.67,4.83,4.4,4.63,4.6,5.8,5,5.2,5.15,2.5,4.4,2.55,4.86
581,11886,24643,7,2,3.89,3.89,3.86,4.5,4.17,2.33,-3.38,3.83,4,4,2.8,3.33,4,3,3.44,4,3.17,3.8,3.66,2.4,2.4,3,2.2,2.5,3.25,3.6,3.33,3
342,8096,23230,7,2,3.22,3.33,2,3.25,2.17,2,-1.08,2,1.75,4,4.2,2.11,3,2.4,2.5,2.83,2.17,2.8,2.6,2.8,2.8,1.2,2.4,2.3,1.5,4,2.25,1.57
559,11420,24440,7,2,4,4.78,3.57,3.5,1,1,-7.64,3.5,1,1,1.4,3.67,3,3.4,3.36,3.83,4.17,3.8,3.93,1.2,1.2,1,1,1.1,5,2.2,4.9,1.43
462,10419,24028,8,2,4.89,4.33,4.29,4,3.17,1.33,-6.74,4.33,3,2.2,1.6,4.11,4.8,3.8,4.24,3.83,3.67,3.4,3.63,3.6,3.4,2.8,3.6,3.35,5.5,1.4,5.55,3
385,8830,23360,7,2,3.56,4.33,4,4.75,4.17,2.67,-3.25,4,3.75,2.4,1.8,4,3.6,3.8,3.8,3.83,3.5,3,3.44,1,3.6,4.2,5.4,3.55,3,3.6,3.2,3.43
11,2160,5957,9,2,1.56,4.44,3.43,4.75,5.83,6,6.23,3,5.75,2,4.4,4,4,4.2,4.07,3.33,4.67,5.2,4.4,6,6,6,6,6,1,6,1,1.71
650,13445,27642,7,2,4.56,3.78,5.14,4,3.83,1.33,-7.79,5.17,3.75,3.8,2.4,3.22,3.4,4,3.54,4,5.33,5.2,4.84,2,4.6,3,3.4,3.25,5.25,2,5.13,1.86
239,6107,22243,8,2,3.67,4,3.71,5.25,2.17,2.33,-5.85,3.83,1.5,2.8,2.6,2.67,2.6,3.6,2.96,4.17,3,3.4,3.52,1.6,1.2,1,1.6,1.35,4,4.2,3.4,3.29
673,13879,30043,8,2,3,2.44,2.71,5.25,5.5,5,4.82,2.83,6,4.4,2.2,2.44,3.6,2.6,2.88,3.33,2.83,2.6,2.92,4.8,6,5.8,5.8,5.6,1,5.8,1.1,4.43
228,5960,22340,7,2,4,4.33,3.71,6,3.5,1,-7.93,3.67,2.5,2.4,2.4,4.11,3.4,3.6,3.7,4,3.5,2.8,3.43,1,1.6,2,2,1.65,3.75,3.6,3.58,2.43
120,4164,23922,7,2,3.56,3,2.29,3.75,1.33,1,-4.99,2.17,1,2.2,4.2,3,2.8,3.4,3.07,3.17,3.17,3.4,3.24,1,1,1,1,1,3.5,3,3.75,2.14
